query,answer,rec_api,rank,original_rank
Java starting another Java Application,['java.lang.Runtime.exec'],"['java.awt.Desktop.open', 'java.lang.Thread.start', 'java.lang.Runtime.getRuntime', 'java.lang.System.exit', 'java.awt.Desktop.getDesktop', 'java.lang.Process.exitValue', 'java.lang.ClassLoader.loadClass', 'java.awt.Desktop.browse', 'java.lang.Runtime.exec', 'java.lang.Runtime.halt']",9,7
Program to get all files within a directory in Java,['java.io.File.list'],"['java.nio.file.Files.newDirectoryStream', 'java.nio.file.Files.copy', 'java.applet.Applet.getCodeBase', 'java.io.File.listFiles', 'java.nio.file.Files.walkFileTree', 'java.nio.file.Files.createDirectories', 'java.io.File.list', 'java.util.zip.ZipFile.getInputStream', 'java.util.jar.JarFile.entries', 'java.nio.file.Files.walk']",7,6
Setting the default application icon image in Java swing on OS X,['javax.swing.JFrame.setIconImage'],"['javax.swing.UIManager.getIcon', 'javax.swing.JFrame.setIconImage', 'java.awt.Frame.setUndecorated', 'java.awt.Toolkit.getDefaultToolkit', 'javax.swing.JComponent.setOpaque', 'javax.swing.JRootPane.setDefaultButton', 'javax.swing.UIManager.put', 'java.awt.Component.setBounds', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.UIManager.setLookAndFeel']",2,2
Remove end of line characters from end of Java String,['java.lang.String.trim'],"['java.lang.String.replaceAll', 'java.lang.String.trim', 'java.lang.String.replace', 'java.lang.String.substring', 'java.lang.StringBuilder.deleteCharAt', 'java.lang.String.indexOf', 'java.io.BufferedReader.readLine', 'java.lang.String.startsWith', 'java.lang.String.lastIndexOf', 'java.lang.Integer.parseInt']",2,1
How to determine last element when using an iterator,['java.util.Iterator.hasNext'],"['java.util.List.listIterator', 'java.util.Iterator.remove', 'java.lang.System.arraycopy', 'java.util.Set.iterator', 'java.util.ArrayList.toArray', 'java.util.ArrayList.get', 'java.util.List.indexOf', 'java.util.List.add', 'java.util.List.get', 'java.util.ListIterator.previous']",-1,-1
passing parameters to a JDBC PreparedStatement,['java.sql.PreparedStatement.setString'],"['java.sql.PreparedStatement.addBatch', 'java.sql.PreparedStatement.setArray', 'java.sql.PreparedStatement.setObject', 'java.sql.PreparedStatement.setInt', 'java.sql.Date.valueOf', 'java.sql.Statement.executeQuery', 'java.sql.Statement.executeUpdate', 'java.sql.Statement.addBatch', 'java.sql.ResultSet.getObject', 'java.sql.Timestamp.valueOf']",-1,-1
How to iterate from last to first an ArrayList,['java.util.List.listIterator'],"['java.util.Iterator.remove', 'java.util.List.remove', 'java.lang.System.arraycopy', 'java.util.LinkedList.remove', 'java.util.Collections.unmodifiableList', 'java.util.ArrayList.remove', 'java.util.Collections.reverse', 'java.util.Iterator.hasNext', 'java.util.Collections.rotate', 'java.util.ArrayList.get']",-1,-1
Java scroll JScrollPane with JPanel within to bottom,"['javax.swing.JComponent.scrollRectToVisible', 'javax.swing.JScrollPane.getVerticalScrollBar']","['javax.swing.JScrollPane.getViewport', 'javax.swing.JComponent.setBorder', 'javax.swing.JComponent.scrollRectToVisible', 'null', 'null', 'javax.swing.text.DefaultCaret.setUpdatePolicy', 'null', 'null', 'javax.swing.JScrollBar.addAdjustmentListener', 'javax.swing.SwingUtilities.invokeLater']",3,3
how to make multiple line string to single line string,['java.lang.String.replaceAll'],"['java.lang.String.split', 'java.lang.String.replaceAll', 'java.io.InputStreamReader.read', 'java.util.stream.IntStream.of', 'java.lang.System.lineSeparator', 'java.lang.StringBuilder.deleteCharAt', 'java.lang.String.equals', 'java.lang.String.format', 'java.util.Arrays.toString', 'java.lang.String.replace']",2,3
How do I iterate over an Array field reflectively,['java.lang.reflect.Field.get'],"['java.util.HashMap.values', 'java.util.HashMap.keySet', 'java.lang.Class.getDeclaredConstructors', 'java.lang.Class.getDeclaredConstructor', 'java.lang.Class.getComponentType', 'java.lang.Class.isArray', 'java.lang.Class.getDeclaredFields', 'java.lang.reflect.Field.getType', 'java.util.Iterator.next', 'java.lang.Class.getConstructor']",-1,-1
"Inserting values in Map< K, V >",['java.util.Map.put'],"['java.util.Map.computeIfAbsent', 'java.util.stream.Collectors.groupingBy', 'java.util.Map.get', 'java.util.stream.Collectors.toMap', 'java.util.Map.put', 'java.util.Map.Entry.equals', 'java.util.Map.entrySet', 'java.util.stream.Stream.collect', 'java.util.Map.getOrDefault', 'java.util.Collections.sort']",5,5
Select a particular type of file in java,['java.io.File.listFiles'],"['javax.swing.JFileChooser.getSelectedFiles', 'javax.swing.JFileChooser.setMultiSelectionEnabled', 'java.awt.FileDialog.setMultipleMode', 'javax.xml.xpath.XPath.evaluate', 'java.lang.Runtime.exec', 'javax.swing.JTabbedPane.setSelectedIndex', 'java.io.File.listFiles', 'java.lang.ProcessBuilder.directory', 'java.lang.ProcessBuilder.start', 'java.lang.Class.getResourceAsStream']",7,4
How to get key position from a HashMap in Java,['java.util.Map.keySet'],"['java.util.Map.Entry.getKey', 'java.util.HashMap.get', 'java.util.Map.get', 'java.util.Map.Entry.getValue', 'java.util.HashMap.keySet', 'java.util.Map.size', 'java.util.HashMap.put', 'java.util.HashMap.clone', 'java.util.Map.entrySet', 'java.util.Map.keySet']",10,9
Determine if a Java `Lock` is held by the current thread,['java.util.concurrent.locks.ReentrantLock.isHeldByCurrentThread'],"['java.lang.Thread.currentThread', 'java.lang.Thread.holdsLock', 'java.util.Collections.synchronizedMap', 'java.util.concurrent.locks.Lock.tryLock', 'java.time.format.DateTimeFormatter.withZone', 'java.lang.Thread.sleep', 'java.util.Locale.setDefault', 'java.util.concurrent.CountDownLatch.await', 'java.util.concurrent.ExecutorService.invokeAll', 'java.util.concurrent.Executors.newScheduledThreadPool']",-1,-1
How to create a Class of primitive array,['java.lang.Class.getName'],"['java.lang.reflect.Array.newInstance', 'java.lang.Class.isArray', 'java.lang.reflect.Array.getLength', 'java.lang.System.arraycopy', 'java.lang.Class.isInstance', 'java.lang.Class.forName', 'java.util.Arrays.fill', 'java.util.stream.Stream.toArray', 'java.util.Arrays.stream', 'java.util.Arrays.toString']",-1,-1
Hash a double in Java,"['java.lang.Double.hashCode', 'java.lang.Double.doubleToLongBits']","['java.math.BigDecimal.valueOf', 'java.lang.Double.toString', 'java.lang.Double.equals', 'java.util.Objects.hash', 'java.lang.Integer.valueOf', 'java.util.Arrays.hashCode', 'java.lang.Object.hashCode', 'java.util.Objects.hashCode', 'java.lang.Math.abs', 'java.lang.String.valueOf']",-1,-1
Read/write blob data in chunks with Hibernate,['java.sql.Blob.getBinaryStream'],"['java.io.FileInputStream.read', 'java.sql.Connection.createBlob', 'java.io.DataInputStream.readFully', 'java.io.InputStream.read', 'java.nio.ByteBuffer.compact', 'javax.imageio.ImageIO.read', 'java.lang.String.split', 'java.io.File.length', 'java.util.Arrays.deepEquals', 'java.util.Arrays.equals']",-1,-1
Efficient way to convert io.netty.buffer.ByteBuf to java.nio.ByteBuffer,['java.nio.ByteBuffer.wrap'],"['java.nio.charset.Charset.decode', 'java.nio.ByteBuffer.order', 'java.nio.ByteBuffer.asCharBuffer', 'java.nio.ByteBuffer.array', 'java.nio.ByteBuffer.wrap', 'java.nio.ByteBuffer.asIntBuffer', 'java.nio.channels.Channels.newChannel', 'java.nio.charset.Charset.encode', 'java.io.StringWriter.toString', 'java.nio.FloatBuffer.wrap']",5,5
Java - Draw a ruler (line with tick marks at 90 degree angle),"['java.awt.Graphics.create', 'java.lang.Math.atan2']","['java.lang.Math.toDegrees', 'java.awt.geom.AffineTransform.getRotateInstance', 'java.lang.Math.cos', 'java.awt.Graphics.drawPolygon', 'java.lang.Math.atan', 'java.lang.Math.toRadians', 'java.awt.Graphics.drawLine', 'java.lang.Math.sin', 'java.lang.Math.atan2', 'java.awt.Graphics2D.draw']",9,6
How to show different cards in a CardLayout,['java.awt.CardLayout.show'],"['java.awt.CardLayout.first', 'java.awt.CardLayout.next', 'java.awt.CardLayout.show', 'java.awt.Window.setLocationByPlatform', 'java.awt.Window.dispose', 'javax.swing.JComponent.paintComponent', 'javax.swing.JLabel.setIcon', 'null', 'null', 'null']",3,3
Stopping looping thread in Java,['java.lang.Thread.interrupt'],"['java.lang.Thread.stop', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.lang.Thread.join', 'java.lang.Thread.interrupt', 'java.lang.Thread.isInterrupted', 'java.lang.Thread.suspend', 'java.lang.Thread.start', 'java.sql.Statement.cancel', 'java.lang.Thread.setDaemon', 'java.lang.Object.wait']",4,9
How do I Click a JButton without the user Clicking it,['javax.swing.AbstractButton.doClick'],"['java.awt.event.MouseEvent.getClickCount', 'javax.swing.JDialog.setDefaultCloseOperation', 'javax.swing.SwingUtilities.isRightMouseButton', 'javax.swing.SwingUtilities.invokeLater', 'java.util.Collections.shuffle', 'javax.swing.JOptionPane.showMessageDialog', 'java.util.EventObject.getSource', 'null', 'null', 'java.awt.Dialog.setVisible']",-1,-1
Convert a byte or int to bitset,['java.util.BitSet.valueOf'],"['java.lang.Integer.intValue', 'java.util.BitSet.valueOf', 'java.lang.Integer.toString', 'java.util.BitSet.length', 'java.io.FileOutputStream.write', 'java.nio.ByteBuffer.getInt', 'java.util.BitSet.toByteArray', 'java.lang.Integer.valueOf', 'java.nio.ByteBuffer.order', 'java.lang.String.valueOf']",2,7
NetBeans (Java Swing): Set window size,"['java.awt.Window.pack', 'java.awt.Component.setSize']","['java.lang.System.lineSeparator', 'javax.swing.DefaultListModel.addElement', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.JList.setPrototypeCellValue', 'java.util.Arrays.asList', 'null', 'java.lang.System.arraycopy', 'java.lang.Runtime.exec', 'java.lang.System.getProperty', 'java.lang.Runtime.getRuntime']",-1,-1
How to determine if a Java Class implements a particular Interface,['java.lang.Class.isAssignableFrom'],"['java.lang.Class.getSuperclass', 'java.lang.Class.getInterfaces', 'java.lang.Class.isInstance', 'java.lang.Class.asSubclass', 'javax.lang.model.element.Element.getModifiers', 'java.lang.reflect.Method.getParameterAnnotations', 'java.lang.Object.getClass', 'java.util.Collections.sort', 'java.lang.Class.getAnnotation', 'java.lang.Comparable.compareTo']",-1,-1
End Java threads after a while statement has been run,"['java.lang.Thread.interrupt', 'java.lang.Thread.isInterrupted', 'java.lang.Thread.stop']","['java.lang.Thread.start', 'java.util.concurrent.Future.cancel', 'java.lang.Thread.currentThread', 'java.lang.Thread.interrupted', 'java.lang.Thread.run', 'java.lang.Thread.join', 'java.util.concurrent.Executors.newSingleThreadExecutor', 'java.lang.Thread.isInterrupted', 'java.lang.Thread.stop', 'java.lang.Thread.interrupt']",8,6
Java: How to programmatically select and expand multiple nodes in a JTree,"['javax.swing.JTree.setExpandedState', 'javax.swing.tree.TreeSelectionModel.setSelectionPaths', 'javax.swing.JTree.setExpandsSelectedPaths']","['javax.swing.JTable.getSelectionModel', 'javax.swing.JList.setSelectionMode', 'javax.swing.JTree.setSelectionModel', 'javax.swing.tree.TreeModel.isLeaf', 'javax.swing.JComponent.setOpaque', 'javax.swing.ListSelectionModel.setSelectionMode', 'javax.swing.JList.setSelectedIndices', 'javax.swing.table.TableColumnModel.setColumnSelectionAllowed', 'javax.swing.JList.getSelectedValuesList', 'javax.swing.tree.TreeModel.getRoot']",-1,-1
comparing the two times is greater or lesser in java,"['java.util.Date.after', 'java.util.Date.compareTo', 'java.util.Date.before', 'java.util.Date.equals']","['java.util.Arrays.equals', 'java.util.Arrays.sort', 'java.time.LocalTime.equals', 'java.time.LocalTime.isBefore', 'java.util.Date.compareTo', 'java.lang.System.currentTimeMillis', 'java.time.LocalTime.isAfter', 'java.time.LocalDate.compareTo', 'java.util.Arrays.copyOf', 'java.lang.Object.equals']",5,7
Stable timer independent of system time,['java.lang.System.nanoTime'],"['java.lang.System.currentTimeMillis', 'java.lang.Thread.sleep', 'java.util.Timer.schedule', 'java.lang.System.0oTime', 'javax.swing.Timer.stop', 'java.util.TimerTask.scheduledExecutionTime', 'java.util.concurrent.locks.LockSupport.park0os', 'java.util.concurrent.Executors.newSingleThreadScheduledExecutor', 'java.util.Calendar.getInstance', 'javax.swing.Timer.start']",-1,-1
How do I make my Android app generate a random number,['java.util.Random.nextInt'],"['java.lang.Math.random', 'java.util.Collections.shuffle', 'java.util.Random.nextInt', 'java.util.Arrays.asList', 'java.lang.Character.toUpperCase', 'java.lang.Character.toLowerCase', 'java.util.Random.next', 'java.util.Random.nextLong', 'java.lang.System.currentTimeMillis', 'java.math.BigInteger.probablePrime']",3,2
Scan a file folder in android for file paths,['java.io.File.listFiles'],"['java.nio.file.Files.newDirectoryStream', 'java.io.File.listFiles', 'java.io.File.list', 'java.nio.file.Path.resolve', 'java.nio.file.Files.move', 'java.io.File.mkdir', 'java.util.jar.JarFile.entries', 'java.io.File.getParent', 'java.io.File.exists', 'java.io.File.mkdirs']",2,3
"Extract all occurrences of pattern K and check if string matches ""K*"" in 1 pass","['java.util.regex.Matcher.matches', 'java.util.regex.Matcher.find', 'java.lang.String.matches']","['java.lang.String.replace', 'java.lang.String.split', 'java.lang.String.indexOf', 'java.util.regex.Matcher.find', 'java.lang.String.matches', 'java.util.regex.Matcher.appendReplacement', 'java.lang.String.substring', 'java.lang.Integer.valueOf', 'java.lang.String.trim', 'java.lang.Integer.parseInt']",4,4
Is there a way to only have the OK button in a JOptionPane showInputDialog (and no CANCEL button),['javax.swing.JOptionPane.showOptionDialog'],"['javax.swing.JOptionPane.showConfirmDialog', 'javax.swing.JOptionPane.showOptionDialog', 'javax.swing.JOptionPane.showInputDialog', 'javax.swing.JOptionPane.showMessageDialog', 'javax.swing.JOptionPane.showInternalInputDialog', 'javax.swing.UIManager.getIcon', 'java.awt.Container.getFocusTraversalKeys', 'javax.swing.SwingUtilities.invokeLater', 'java.awt.Window.dispose', 'java.util.List.toArray']",2,2
Robust skipping of data in a java.io.InputStream and its subtypes,['java.io.FileInputStream.skip'],"['org.omg.CORBA.portable.InputStream.read', 'java.io.InputStream.read', 'java.io.DataInputStream.readFully', 'java.io.BufferedReader.skip', 'java.nio.file.Files.copy', 'java.lang.Class.getMethods', 'java.util.stream.LongStream.mapToObj', 'java.util.stream.LongStream.map', 'java.util.stream.Stream.map', 'java.io.File.createTempFile']",-1,-1
What is optimal way to get four unique random number from 0-9,['java.util.Collections.shuffle'],"['java.util.Random.nextInt', 'java.lang.Math.random', 'java.util.Collections.shuffle', 'java.lang.Math.pow', 'java.lang.Math.abs', 'java.util.Random.nextLong', 'java.util.UUID.randomUUID', 'java.lang.Math.min', 'java.util.Random.ints', 'java.lang.Math.max']",3,3
Converting a time String to ISO 8601 format,"['java.time.format.DateTimeFormatter.ISO', 'java.time.Instant.toString']","['java.lang.String.format', 'java.time.OffsetDateTime.parse', 'java.text.DateFormat.format', 'java.time.LocalDate.parse', 'java.time.ZoneId.systemDefault', 'java.time.Instant.parse', 'java.text.DateFormat.parse', 'java.time.OffsetDateTime.toString', 'java.util.Calendar.getTime', 'java.lang.String.valueOf']",-1,-1
Case Insensitive matching in Java,['java.lang.String.matches'],"['java.lang.String.replaceAll', 'java.util.regex.Pattern.quote', 'java.lang.String.toLowerCase', 'java.lang.String.replace', 'java.lang.String.matches', 'java.util.regex.Pattern.matches', 'java.lang.String.replaceFirst', 'java.lang.String.equalsIgnoreCase', 'java.lang.String.compareToIgnoreCase', 'java.nio.file.Path.toRealPath']",5,7
How to make ImageIO read from InputStream :Java,"['javax.imageio.ImageIO.read', 'java.lang.Class.getResourceAsStream']","['org.omg.CORBA.portable.InputStream.read', 'org.omg.CORBA.portable.OutputStream.write', 'java.io.DataInputStream.readFully', 'javax.imageio.ImageIO.read', 'java.io.FileOutputStream.write', 'java.io.FileInputStream.read', 'javax.sound.sampled.AudioSystem.getAudioInputStream', 'java.io.Reader.ready', 'java.io.PipedOutputStream.write', 'java.io.InputStream.read']",4,3
add custom attribute or metadata to file java,['java.nio.file.Files.setAttribute'],"['java.nio.file.Files.createDirectories', 'java.util.Properties.load', 'java.util.Properties.store', 'java.io.File.mkdir', 'java.lang.Class.getResourceAsStream', 'java.util.HashMap.put', 'javax.imageio.ImageIO.write', 'java.io.File.mkdirs', 'java.lang.Class.forName', 'java.io.File.createNewFile']",-1,-1
How do I compare two-dimensional (or nested) Java Arrays,['java.util.Arrays.deepEquals'],"['java.util.Arrays.equals', 'java.util.Arrays.deepToString', 'java.util.Arrays.deepEquals', 'java.util.Arrays.sort', 'java.util.Arrays.toString', 'java.lang.Object.equals', 'java.util.Arrays.fill', 'java.util.List.equals', 'java.security.MessageDigest.isEqual', 'java.util.Arrays.copyOf']",3,2
Add all files recursively from root with Java 8 Stream,"['java.nio.file.FileVisitOption.FOLLOW', 'java.nio.file.Files.walk']","['java.nio.file.Files.lines', 'java.nio.file.Files.walk', 'java.nio.file.Files.find', 'java.util.stream.IntStream.concat', 'java.util.stream.Stream.flatMap', 'java.util.stream.BaseStream.close', 'java.util.stream.Stream.concat', 'java.util.stream.Stream.of', 'java.nio.file.Files.write', 'java.util.Arrays.stream']",2,2
Set main frame not resizable,['java.awt.Frame.setResizable'],"['javax.swing.JFrame.setDefaultCloseOperation', 'java.awt.Component.setBounds', 'javax.swing.JComponent.getPreferredSize', 'java.awt.Graphics.drawImage', 'java.awt.EventQueue.invokeLater', 'java.awt.Graphics2D.scale', 'javax.swing.SwingUtilities.invokeLater', 'java.awt.Window.hide', 'javax.imageio.ImageIO.read', 'java.awt.Window.show']",-1,-1
Get the list of values using dom parser in android,['org.w3c.dom.Node.getChildNodes'],"['org.w3c.dom.Document.getElementsByTagName', 'org.xml.sax.ContentHandler.startElement', 'org.w3c.dom.Element.setAttribute', 'org.w3c.dom.Element.getAttribute', 'org.w3c.dom.Element.removeAttribute', 'org.w3c.dom.Node.getNodeValue', 'org.w3c.dom.Node.getAttributes', 'org.w3c.dom.Node.getTextContent', 'org.w3c.dom.NamedNodeMap.getNamedItem', 'org.w3c.dom.Node.getFirstChild']",-1,-1
Write to same location in a console window with java,['java.lang.System.console'],"['java.io.File.getCanonicalPath', 'java.nio.file.Files.copy', 'java.nio.file.Files.move', 'java.lang.Runtime.exec', 'java.nio.file.Files.newDirectoryStream', 'java.lang.ClassLoader.getResource', 'java.lang.System.getProperty', 'java.lang.System.getenv', 'java.io.FilterOutputStream.write', 'java.util.Properties.store']",-1,-1
How to initialize a TreeMap with pre-sorted data,['java.util.TreeMap.putAll'],"['java.util.Collections.sort', 'java.util.Arrays.sort', 'java.util.Map.entrySet', 'java.util.Collections.binarySearch', 'java.util.TreeMap.put', 'java.util.Collections.unmodifiableSet', 'java.util.Comparator.reverseOrder', 'java.util.Set.addAll', 'java.util.Collections.synchronizedMap', 'java.util.Collections.synchronizedList']",-1,-1
Loading XML File which is in classpath in Java,"['java.lang.ClassLoader.getResourceAsStream', 'java.lang.Class.getResourceAsStream']","['javax.xml.transform.TransformerFactory.newInstance', 'java.lang.Class.getResourceAsStream', 'javax.xml.bind.JAXBContext.newInstance', 'java.lang.ClassLoader.getResource', 'java.lang.System.load', 'java.lang.Class.forName', 'javax.xml.validation.SchemaFactory.newSchema', 'java.lang.Class.getResource', 'javax.xml.transform.TransformerFactory.getAssociatedStylesheet', 'javax.sound.sampled.AudioSystem.getAudioInputStream']",2,2
How to call Collections.Shuffle on only part of an array Java,['java.util.List.subList'],"['java.util.Collections.shuffle', 'java.util.Arrays.sort', 'java.util.List.subList', 'java.util.Collections.sort', 'java.util.Arrays.copyOfRange', 'java.lang.System.arraycopy', 'java.util.Arrays.toString', 'java.util.stream.Collectors.toList', 'java.util.Arrays.asList', 'java.util.ArrayList.subList']",3,3
How to force terminate all workers in ThreadPoolExecutor immediately,['java.util.concurrent.ThreadPoolExecutor.shutdownNow'],"['java.util.concurrent.ExecutorService.shutdownNow', 'java.util.concurrent.Future.cancel', 'java.util.concurrent.ExecutorService.invokeAll', 'java.util.concurrent.ScheduledThreadPoolExecutor.shutdownNow', 'java.util.concurrent.Executors.newFixedThreadPool', 'java.util.concurrent.ExecutorService.awaitTermination', 'java.util.concurrent.ExecutorService.shutdown', 'java.util.concurrent.Executors.newCachedThreadPool', 'java.util.concurrent.Executors.newSingleThreadExecutor', 'java.util.concurrent.ExecutorService.submit']",-1,-1
How do I check if a BigDecimal is in a Set or Map in a scale independent way,"['java.math.BigDecimal.stripTrailingZeros', 'java.math.BigDecimal.compareTo']","['java.math.BigDecimal.divide', 'java.math.BigDecimal.scale', 'java.math.BigDecimal.add', 'java.math.BigDecimal.multiply', 'java.lang.Math.abs', 'java.lang.Integer.valueOf', 'java.math.BigDecimal.compareTo', 'java.lang.Float.equals', 'java.lang.Double.parseDouble', 'java.math.BigDecimal.precision']",7,7
Java - Is it possible to add a JMenuBar to a JFrame's decoration window,['javax.swing.JFrame.setJMenuBar'],"['javax.swing.JFrame.setDefaultLookAndFeelDecorated', 'javax.swing.JFrame.setJMenuBar', 'javax.swing.JRootPane.setWindowDecorationStyle', 'java.awt.Frame.isUndecorated', 'java.awt.Frame.setUndecorated', 'javax.swing.LookAndFeel.getSupportsWindowDecorations', 'java.awt.Frame.setOpacity', 'javax.swing.UIManager.setLookAndFeel', 'javax.swing.JFrame.frameInit', 'java.awt.Window.pack']",2,2
TimeZone validation in Java,['java.util.TimeZone.getAvailableIDs'],"['java.util.TimeZone.setDefault', 'java.time.LocalDate.atStartOfDay', 'java.text.DateFormat.setTimeZone', 'java.util.TimeZone.getAvailableIDs', 'java.time.ZoneId.systemDefault', 'java.util.Calendar.setTimeZone', 'java.sql.PreparedStatement.setTimestamp', 'java.time.ZoneId.of', 'java.util.Calendar.get', 'java.util.Date.toString']",4,4
,,,,
,,,,
,,,,
,,,,
,,,,
Loading XML File which is in classpath in Java,"['java.lang.ClassLoader.getResourceAsStream', 'java.lang.Class.getResourceAsStream']",,,
